what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317978577995
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317978596223
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1317978598968
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1317978599122
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1317978599190
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1317978611447
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317978616011
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317978648895
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1317978650268
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1317978653430
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317978655140
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317978779407
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1317978783919
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1317978788133
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317978795068
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317978805903
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317978812268
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317978814831
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317978817363
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317978828710
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1317978830184
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1317978853630
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317978863220
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317978891649
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1317978905386
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1317978915051
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317978923797
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317978931992
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317978943149
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1317978951006
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317978957429
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317979040824
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1317979053266
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1317979081567
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1317979084117
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317979085163
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317979085291
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317979088513
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1317979090739
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317979126306
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317979143454
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317979170645
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317979173567
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317979183991
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317979214086
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317979216241
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317979218871
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317979220124
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317979224056
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317979225581
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317979229991
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317979233119
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317979235000
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317979236584
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317979240645
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317979241937
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317979246250
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317979251482
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1317979258917
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317979261931
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317979263444
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317979267563
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317979271412
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317979273970
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317979275167
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317979277256
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317979278881
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317979284736
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317979288793
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317979290034
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317979295531
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317979297079
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317979303305
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1317979304635
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1317979319888
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1317979326573
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1317979342283
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1317979344798
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1317979365571
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1317979367327
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1317979367735
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1317979370713
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317979390770
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1317979402072
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1317979404830
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1317979410048
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1317979410401
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1317979411133
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1317979411525
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1317979412160
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1317979449450
